-8.874547510807258288e-02,1.332604915262351475e-01,-3.349381610291350397e-01,-4.207453427905628041e-01,-4.542345511789147583e-02,5.471579723643550663e-02,-1.272008647815013049e-01,-1.473576082299468404e-01,-7.073842159374632566e-02,8.262117448389344476e-02,-2.354696246289191830e-01,-2.771586882523373596e-01,-2.238874736328059223e-01,2.884559086493788671e-01,-7.511994452611441275e-01,-9.566636978098965738e-01,-8.518638475868868520e-02,1.049880463240836781e-01,-2.978850980423032868e-01,-3.671804579590824402e-01
-6.489870671575961869e-02,-4.057182756131961776e-01,3.413228894329193852e-01,-4.651711488779075032e-01,-2.766617455578402468e-02,-1.352841057135519276e-01,1.421387449919536972e-01,-1.818375459518026815e-01,-3.262296349103119969e-02,-2.462155490476617692e-01,2.366702767591017942e-01,-3.118380965801533788e-01,-1.392571664201108783e-01,-9.359696594220605625e-01,8.387622193570108964e-01,-1.084643437521809251e+00,-4.334636096749034523e-02,-3.572228450631946273e-01,3.079936436315308668e-01,-4.241963992967805464e-01
-6.516460195076044792e-01,-1.824465180721794588e-01,-1.191878574726293744e-01,1.044463680690486257e-01,-2.600872748536817158e-01,-5.723040037623147031e-02,-4.720462878734779655e-02,4.316958522465191156e-02,-4.168359824340358011e-01,-1.099939206768871525e-01,-5.859454348388855316e-02,5.056315942916706635e-02,-1.496313896724884351e+00,-4.300737809767622433e-01,-2.445541188462234672e-01,1.778364473408705626e-01,-5.716855372909801503e-01,-1.846061370608454433e-01,-8.759309952129797072e-02,6.921242634765609192e-02
-1.352202547739884964e-01,-1.027099420695403997e-01,-2.107857288318202432e-02,1.554493739091252491e-01,-5.001354329057074166e-02,-4.146249626303562252e-02,-1.502407956461137423e-02,5.245140175869938276e-02,-7.568247323130465609e-02,-6.839627785467260190e-02,-2.868828795486475652e-02,7.998769629522503588e-02,-3.238745150333454670e-01,-2.244331659048414696e-01,-1.006056475117545895e-01,3.513930659214461460e-01,-1.028263297550170013e-01,-9.463603779276802408e-02,-2.638514922405132967e-02,1.354238302748012324e-01
-2.129925556974065493e-01,2.272944503033038355e-01,-4.099946725702027228e-01,4.701690816636497905e-01,-9.185620228686179611e-02,9.068794286352264977e-02,-1.346844197203707072e-01,1.829339376744494594e-01,-1.409690316522604903e-01,1.407119504106062458e-01,-2.553494586159208435e-01,3.125718660117385306e-01,-5.120371441471972540e-01,5.407893958514616850e-01,-9.179035985095034267e-01,1.089319647697109428e+00,-1.961830504016757182e-01,2.089207911824190467e-01,-3.496154101680145065e-01,4.244117812651361232e-01
-2.374744340019717681e-01,-4.421413004898380739e-01,3.808317950190425738e-01,-4.566800129652818230e-01,-6.835088191087265730e-02,-1.431431244204542652e-01,1.386076905325221986e-01,-1.617087216541705508e-01,-1.543826501114856919e-01,-2.625159219209526329e-01,2.280084894023908237e-01,-3.104702897758599422e-01,-5.336711422315533193e-01,-9.510344883583710107e-01,8.471943089775607616e-01,-1.086457003788586784e+00,-2.052876180896543168e-01,-3.720831465493241175e-01,3.214597920299052669e-01,-4.365736104659226902e-01
7.111426452095635786e-02,-1.060994912122509709e-01,-7.697310645207186552e-02,1.622106093055683818e-01,1.888308087646510883e-02,-5.011350122009363556e-02,-2.856182621099660063e-02,7.572006339604252234e-02,4.625752369458335789e-02,-8.313333489133838128e-02,-5.212764474893194500e-02,1.027041259734829959e-01,1.653284308361127886e-01,-2.646456505181327690e-01,-1.894173414111833820e-01,3.452480020415849005e-01,5.401390840308011032e-02,-1.021389091488053291e-01,-6.600403809599056371e-02,1.354309469043794567e-01
-2.020763761146613380e-01,-3.299970856261154051e-01,-2.437683552032168244e-01,-7.065411226022735303e-01,-8.132809127931361903e-02,-1.139763222654458646e-01,-1.115588850600994775e-01,-2.819173208043270207e-01,-1.204039225705366700e-01,-2.086090266605231391e-01,-1.691870313094090972e-01,-4.563529842278712945e-01,-4.663346906826609795e-01,-7.271527270503429508e-01,-5.639158831574488939e-01,-1.628565099745378886e+00,-1.515043647226553269e-01,-2.589565307006671535e-01,-2.142023179612107531e-01,-6.308021492405538888e-01
6.940879325004183364e-01,-1.989673177817210259e-01,1.869235105840826305e-01,-1.445441106703540257e-01,2.516378624337936576e-01,-7.975244784763518835e-02,7.949524366785129526e-02,-5.906622067655491887e-02,4.504805153660522143e-01,-1.217966394288323984e-01,1.398678549541645388e-01,-9.659994394517587568e-02,1.569223919333729622e+00,-4.453792913187696323e-01,4.624630611484640275e-01,-3.325562518411095958e-01,6.003834486900386791e-01,-1.716271608275099780e-01,1.653058686190598814e-01,-1.177963264283095196e-01
-1.173398242549667826e-02,-3.452744848569528346e-01,-1.369901562838629627e-01,1.752650253699615801e-01,-1.010335420345757733e-02,-1.340063427856656997e-01,-4.828433566782420333e-02,6.509968137856815551e-02,-2.765328777034654559e-03,-2.137709446768036314e-01,-7.076620810235036141e-02,1.140846964718734702e-01,-4.468925917836515799e-02,-7.820983955420008904e-01,-2.678714879095436818e-01,4.303880323225175997e-01,-1.175355421528287425e-02,-2.923469703717790913e-01,-1.143106079878934700e-01,1.539648911676214926e-01
-3.275317583887067674e-02,7.933909563734699300e-02,-6.254477060354224349e-02,1.516764356211803277e-01,-1.587811299348983532e-02,7.401872366678975690e-03,-1.029691991339714424e-02,6.766080816839631362e-02,-2.532432145529823694e-02,5.066473780332760024e-02,-6.297818836891919125e-02,1.241689961883498255e-01,-1.133306128722052081e-01,1.711715282773074442e-01,-1.464019086169234540e-01,4.207963607283807805e-01,-5.932366867060592797e-02,6.177444307690520969e-02,-6.462263465196640966e-02,1.532911088882987771e-01
-1.888936482300696829e-01,1.567670001283456016e-01,2.735724564995981045e-01,-5.948290798195334794e-01,-6.907612173040900139e-02,4.566682017840319185e-02,8.723724810359355375e-02,-2.133757397489142171e-01,-1.090275945977849520e-01,1.173813989042162276e-01,1.732493941569967499e-01,-3.997649364466693278e-01,-3.991546535391960471e-01,4.170306531591037591e-01,6.266261437468286788e-01,-1.345226612400397537e+00,-1.490070347786841831e-01,1.511864469362656505e-01,2.298010669894453017e-01,-5.332215325457574373e-01
6.960729350101256818e-01,-4.205746549307291526e-01,2.767726435725730849e-01,3.751233525669754876e-01,2.712016056187683821e-01,-1.778163992114177305e-01,1.226606882009306648e-01,1.447087021324913181e-01,4.831633187967671605e-01,-2.658929911026279846e-01,1.856648098658846835e-01,2.269062003905300273e-01,1.616653409204033220e+00,-9.561632746882172684e-01,6.688990389134830128e-01,8.229284057067035585e-01,6.192553803806574164e-01,-3.770808286075042481e-01,2.334417112579172116e-01,3.318009761697698345e-01
