9.999999999999998890e-01,3.105910591059105053e-02,1.037983798379838035e-01,2.055805580558055581e-02,9.932193219321931998e-01,1.605760576057605610e-02,1.014701470147014589e-01,1.819381938193819284e-02,9.972397239723971296e-01,2.838283828382837798e-02,1.028142814281427925e-01,2.096609660966096064e-02,9.984518451845183495e-01,3.605160516051604536e-02,1.078907890789078811e-01,2.537053705370536857e-02,9.969636963696368870e-01,3.811581158115811413e-02,1.053705370537053598e-01,2.055805580558055581e-02
3.105910591059105053e-02,9.999999999999998890e-01,9.000900090009000820e-02,1.876987698769876783e-02,2.538253825382538395e-02,9.930033003300328120e-01,9.310531053105310095e-02,1.738973897389738815e-02,3.120312031203120381e-02,9.972157215721572099e-01,8.939693969396939055e-02,2.717071707170716846e-02,4.304830483048304596e-02,9.990519051905188963e-01,9.413741374137413187e-02,1.510951095109510853e-02,2.867086708670867068e-02,9.981758175817579959e-01,9.808580858085806653e-02,2.273027302730272481e-02
1.037983798379838035e-01,9.000900090009000820e-02,9.999999999999998890e-01,9.972997299729972898e-02,1.166636663666366508e-01,8.922892289228921692e-02,9.964836483648362719e-01,1.007140714071406984e-01,1.077467746774677382e-01,9.779777977797778077e-02,9.969516951695168716e-01,1.124272427242724165e-01,1.191359135913591244e-01,9.249324932493249718e-02,9.987998799879986844e-01,1.003060306030603005e-01,1.178997899789978876e-01,8.486048604860485511e-02,9.980678067806780795e-01,1.055505550555055488e-01
2.055805580558055581e-02,1.876987698769876783e-02,9.972997299729972898e-02,9.999999999999998890e-01,4.680468046804680052e-03,1.786978697869786789e-02,8.208820882088208037e-02,9.941674167416740815e-01,2.629462946294628886e-02,1.993399339933992973e-02,9.938193819381936633e-02,9.971797179717969417e-01,2.051005100510050472e-02,2.184218421842183677e-02,9.808580858085806653e-02,9.986078607860784384e-01,1.018901890189018861e-02,1.479747974797479548e-02,1.059585958595859329e-01,9.972397239723971296e-01
9.932193219321931998e-01,2.538253825382538395e-02,1.166636663666366508e-01,4.680468046804680052e-03,9.999999999999998890e-01,8.340834083408339358e-03,1.127392739273927330e-01,4.392439243924391688e-03,9.928112811281126771e-01,2.298229822982297832e-02,1.153675367536753510e-01,5.820582058205819864e-03,9.942154215421541430e-01,3.053105310531052663e-02,1.210081008100809957e-01,1.015301530153015289e-02,9.937953795379537159e-01,3.284728472847284197e-02,1.179717971797179660e-01,5.160516051605158923e-03
1.605760576057605610e-02,9.930033003300328120e-01,8.922892289228921692e-02,1.786978697869786789e-02,8.340834083408339358e-03,9.999999999999998890e-01,9.248124812481246793e-02,1.228922892289228790e-02,1.483348334833483120e-02,9.919111911191118569e-01,8.678067806780676019e-02,2.606660666066606263e-02,2.724272427242723990e-02,9.932913291329131811e-01,9.246924692469245255e-02,1.388538853885388537e-02,1.159315931593159210e-02,9.917191719171914999e-01,9.562556255625562218e-02,2.147014701470146766e-02
1.014701470147014589e-01,9.310531053105310095e-02,9.964836483648362719e-01,8.208820882088208037e-02,1.127392739273927330e-01,9.248124812481246793e-02,9.999999999999998890e-01,8.404440444044403158e-02,1.048064806480647898e-01,1.008700870087008705e-01,9.948394839483947205e-01,9.584158415841582956e-02,1.164236423642364265e-01,9.550555055505549618e-02,9.970237023702369639e-01,8.334833483348333405e-02,1.154995499549954785e-01,8.853285328532851939e-02,9.965316531653164445e-01,8.818481848184817062e-02
1.819381938193819284e-02,1.738973897389738815e-02,1.007140714071406984e-01,9.941674167416740815e-01,4.392439243924391688e-03,1.228922892289228790e-02,8.404440444044403158e-02,9.999999999999998890e-01,2.564656465646564243e-02,1.630963096309630961e-02,1.011581158115811424e-01,9.925832583258323849e-01,1.882988298829882737e-02,1.908190819081908088e-02,9.879387938793876556e-02,9.944194419441942934e-01,9.192919291929191675e-03,1.233723372337233552e-02,1.081428142814281484e-01,9.934473447344732699e-01
9.972397239723971296e-01,3.120312031203120381e-02,1.077467746774677382e-01,2.629462946294628886e-02,9.928112811281126771e-01,1.483348334833483120e-02,1.048064806480647898e-01,2.564656465646564243e-02,9.999999999999998890e-01,2.837083708370836954e-02,1.058985898589858837e-01,2.708670867086708164e-02,9.973597359735973944e-01,3.612361236123611680e-02,1.115871587158715761e-01,3.186318631863185868e-02,9.965076507650764137e-01,3.839183918391838451e-02,1.088508850885088336e-01,2.685868586858685542e-02
2.838283828382837798e-02,9.972157215721572099e-01,9.779777977797778077e-02,1.993399339933992973e-02,2.298229822982297832e-02,9.919111911191118569e-01,1.008700870087008705e-01,1.630963096309630961e-02,2.837083708370836954e-02,9.999999999999998890e-01,9.640564056405639959e-02,2.910291029102910279e-02,4.056405640564055698e-02,9.973237323732371262e-01,1.016861686168616663e-01,1.644164416441644058e-02,2.565856585658565781e-02,9.964836483648362719e-01,1.052985298529852815e-01,2.413441344134413177e-02
