,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97
0,2636.778282,2662.871566,2664.271914,2639.181998,2636.260272,2884.573463,2674.391109,2902.15881,2715.662893,2637.338588,2634.864247,2634.882184,2719.270926,2632.878443,2719.862423,2715.545571,2668.174998,2911.709435,2669.649055,2669.15874,2673.550326,2910.850556,2669.576387,2670.03487,2668.459419,2910.963663,2704.609106,2715.59873,2710.447967,2706.941883,2708.10919,2712.071369,2713.705352,2703.332178,2702.087481,2698.611554,2702.402115,2703.014351,2700.675614,2697.002913,2705.377565,2700.890087,2696.791706,2696.243042,2700.759637,2697.083755,2696.892427,2698.545279,2694.242721,2696.069952,2693.262176,2694.767117,2692.168477,2691.37076,2693.20017,2691.432493,2681.244894,2693.433322,2694.341191,2683.774756,2693.668691,2685.548374,2691.915848,2682.495992,2678.146447,2675.292156,2683.860968,2682.598756,2679.758767,2678.392891,2683.128192,2668.401294,2669.009332,2665.098814,2682.832938,2670.28352,2679.003792,2711.426851,2681.351423,2661.183224,2673.298974,2675.226492,2659.9537,2658.45133,2658.267709,2668.366467,2670.239782,2666.458983,2637.574583,2671.183523,2669.777244,2717.676252,2704.322747,2698.886584,2699.024009,2691.986111,2683.409025,2678.032759
1,2407.27359,2434.425657,2434.436312,2411.236008,2408.841534,2406.25767,2445.63371,2448.296263,2482.985728,2408.278312,2407.127075,2406.104008,2485.450809,2407.247342,2485.580031,2482.63713,2435.870782,2436.713272,2434.271013,2434.601995,2439.626754,2436.811695,2433.209429,2435.340039,2432.724699,2434.150488,2470.178191,2478.461991,2480.027502,2469.670088,2473.402885,2478.89531,2478.386327,2473.488551,2467.946196,2464.167242,2467.550243,2470.326469,2464.660883,2467.308975,2472.747277,2464.883578,2460.86824,2463.116287,2465.590754,2463.220636,2463.087489,2461.769295,2462.203341,2461.357965,2460.777778,2461.527214,2456.845619,2458.33408,2458.054349,2458.949244,2444.070277,2458.100571,2462.020727,2447.564773,2456.759175,2449.532441,2456.529116,2446.090027,2443.804032,2438.137847,2446.744043,2446.103825,2446.341516,2442.538215,2447.268095,2432.571418,2432.423903,2429.812533,2446.375121,2432.067724,2442.4593,2469.663991,2444.475205,2431.874579,2435.905614,2440.656527,2430.360544,2428.744708,2430.178476,2435.164099,2435.854873,2433.727639,2408.421688,2434.568972,2432.076459,2485.241136,2470.633622,2464.891409,2462.001877,2457.145729,2444.819404,2441.021575
2,2407.210276,2435.776346,2434.47387,2411.091091,2408.697657,2406.000416,2445.34203,2448.186276,2482.71514,2408.243733,2407.283828,2406.08121,2485.604846,2407.296,2485.271835,2482.366641,2436.01984,2436.605004,2434.123609,2434.686947,2439.598776,2436.495993,2433.023565,2435.244284,2432.352342,2434.065964,2470.297442,2478.340448,2479.746953,2469.961485,2473.527523,2479.047772,2478.087965,2473.373562,2467.753452,2464.242618,2467.716474,2470.24988,2464.53549,2467.195911,2472.762459,2465.144624,2460.799644,2462.993853,2465.143434,2463.074336,2463.344994,2462.033755,2462.100344,2461.546773,2460.613098,2461.489228,2455.361794,2458.109265,2457.8736,2458.642717,2444.049923,2457.708323,2462.274457,2447.901387,2456.637907,2449.578544,2456.523032,2446.004037,2443.908863,2438.042207,2446.734376,2445.936199,2446.486315,2442.682289,2447.314642,2432.78888,2432.222623,2429.478477,2446.420128,2432.130281,2442.340799,2469.664465,2444.421046,2431.576135,2436.062643,2440.494462,2430.065572,2428.519096,2429.981364,2434.86513,2436.161727,2433.918815,2408.481901,2434.644149,2432.400463,2485.245606,2470.635072,2464.717795,2462.243687,2457.152694,2445.033347,2440.601727
3,2526.835453,2562.741277,2563.808013,2528.74363,2527.514598,2525.570779,2582.492389,2584.69578,2609.113758,2526.920967,2524.539664,2523.702932,2610.767473,2524.356696,2613.088207,2608.652689,2542.667972,2544.198168,2540.791699,2541.705174,2547.092291,2545.498711,2541.632242,2541.985229,2540.367709,2541.335933,2588.183493,2603.856551,2601.542101,2591.480781,2593.31937,2603.104913,2601.91079,2592.620607,2587.389747,2582.25088,2586.724401,2589.463518,2584.336818,2585.013942,2592.58189,2585.028972,2576.790587,2580.644597,2584.010081,2580.345805,2580.327878,2580.351358,2579.101447,2576.151573,2577.163426,2579.390173,2572.553967,2572.966766,2575.424748,2573.359687,2557.262415,2573.004747,2577.431707,2560.524086,2571.362963,2563.443414,2570.315172,2557.900597,2555.152474,2549.073539,2560.101939,2559.161816,2557.866539,2554.399376,2556.695821,2540.298015,2540.912679,2538.102083,2556.728951,2541.103106,2553.314291,2592.858827,2554.996102,2562.217117,2544.213459,2548.841736,2557.699528,2558.526376,2558.828727,2542.988532,2544.259476,2563.400239,2527.49806,2542.994466,2540.165489,2610.191354,2589.302665,2582.657676,2579.305985,2572.45643,2557.82237,2553.278394
4,1980.380896,2030.361817,2030.854387,1983.626838,1982.064548,1981.208093,2051.347615,2051.758131,2149.313484,1984.42996,1976.255766,1981.435767,2149.526084,1978.41806,2154.564823,2148.739854,2059.8067,2064.010632,2059.117405,2061.318689,2064.607236,2063.847065,2057.448592,2058.316951,2063.657612,2055.777866,2124.373506,2141.932169,2137.989631,2125.107409,2125.274508,2142.057385,2138.863953,2125.937445,2118.392324,2113.964508,2117.49391,2122.22404,2114.691329,2115.302973,2124.005998,2113.284333,2108.045543,2107.684592,2119.123303,2112.525509,2112.072078,2111.704038,2109.716107,2100.684039,2104.786057,2106.250773,2100.435782,2101.103578,2105.558145,2101.492869,2079.547344,2099.221375,2107.614547,2086.367984,2101.858895,2086.792525,2095.298915,2083.534863,2075.698146,2070.349358,2084.749978,2085.467407,2083.653053,2072.450862,2080.850888,2061.052764,2061.451714,2055.306291,2080.856571,2061.796535,2073.938704,2126.530527,2080.455976,2023.571249,2060.975859,2067.81396,2025.713975,2026.734148,2024.7511,2062.788706,2062.271308,2026.638138,1977.928056,2062.919972,2062.663854,2144.881355,2123.784081,2112.729059,2106.512227,2103.538405,2083.464126,2074.733191
5,2454.645036,2485.139606,2485.454759,2457.289179,2455.593248,2453.813354,2496.885721,2499.019595,2523.981794,2454.816415,2453.319793,2453.171415,2698.735591,2453.519032,2526.612536,2522.735912,2471.070522,2472.775584,2470.424464,2470.712204,2476.072469,2472.779806,2469.670365,2470.519487,2467.514241,2470.182974,2509.04598,2518.790774,2518.095161,2509.243616,2511.489644,2517.797054,2519.528614,2684.571474,2621.140969,2501.836062,2506.858573,2508.736313,2503.789845,2505.515686,2511.840363,2504.446531,2613.16454,2502.324638,2683.453585,2616.00854,2502.107306,2616.151159,2613.679013,2499.237686,2675.330923,2501.022015,2495.095847,2495.777674,2495.997577,2496.170443,2482.389562,2674.608595,2499.324892,2485.23897,2494.383372,2665.834386,2494.086165,2482.677455,2659.942814,2473.957513,2484.463055,2662.273987,2483.294686,2480.116544,2483.561658,2469.06292,2468.697134,2465.178405,2482.736884,2468.32125,2479.182695,2515.842698,2481.483135,2483.504383,2470.119013,2476.726921,2663.976138,2480.977833,2481.308264,2471.339471,2472.494166,2485.594392,2455.128358,2469.8444,2470.796793,2525.86641,2509.164146,2504.169948,2500.915827,2494.367747,2482.312845,2478.514236
6,1054.382081,1066.457129,1070.035092,1056.1163,1057.425475,1052.012814,1058.150373,1059.014426,1098.9175,1056.171689,1052.584793,1053.616337,1094.975896,1056.247874,1091.1176,1095.822749,1084.968613,1092.082456,1088.067691,1080.31836,1093.110353,1081.17475,1084.273063,1087.595077,1087.317937,1084.936901,1096.279203,1096.217993,1093.602156,1094.098378,1098.004715,1093.710381,1093.197287,1096.067171,1105.461485,1099.223296,1098.687098,1096.550992,1098.45005,1098.017327,1100.747202,1096.832529,1099.666638,1101.905841,1101.547153,1100.48947,1100.32391,1096.636498,1097.945998,1098.679821,1100.83525,1100.104743,1100.83722,1094.953391,1101.630712,1096.784166,1089.159,1101.871893,1104.335875,1091.148492,1108.387598,1093.654765,1096.242287,1091.567448,1091.269369,1089.271506,1092.353857,1100.521959,1091.30281,1089.267652,1094.080676,1079.36925,1082.78988,1079.83634,1091.89475,1081.480065,1089.704961,1153.872879,1086.807008,1059.980797,1085.516908,1086.744611,1064.870846,1059.982978,1057.263253,1084.339953,1085.895637,1062.246055,1054.005083,1083.733535,1088.743087,1091.210559,1097.710105,1099.304434,1099.843934,1099.899069,1090.221927,1085.755912
7,2454.645036,2485.139606,2485.454562,2457.289276,2455.593248,2453.813354,2496.885721,2499.019595,2523.981794,2454.816415,2453.319793,2453.171415,2524.534801,2453.519032,2526.612536,2522.735912,2471.070522,2472.775584,2470.424464,2470.712204,2476.072469,2472.779806,2469.670365,2470.519487,2467.514241,2470.182974,2509.045978,2518.790774,2518.095161,2509.243587,2687.166472,2517.797044,2519.528615,2511.850827,2682.540719,2501.836062,2506.858573,2508.736302,2503.789844,2505.515686,2511.840363,2504.446531,2677.660705,2502.324638,2683.453585,2501.133314,2677.536143,2678.445906,2499.332328,2499.237686,2498.675932,2501.022015,2495.095847,2495.777674,2495.997577,2496.170443,2661.761939,2674.608595,2676.409265,2663.54709,2673.842327,2665.834386,2672.47412,2662.584861,2659.942814,2654.946355,2664.6943,2662.273987,2483.294686,2658.443138,2662.078792,2469.06292,2468.697134,2465.178405,2482.736884,2468.32125,2479.182695,2515.842698,2481.483135,2483.504383,2470.119013,2476.726921,2480.782284,2480.977833,2481.308264,2471.339471,2472.494166,2485.594392,2455.128358,2469.8444,2470.796793,2525.86641,2509.164161,2504.169948,2500.915832,2494.367747,2482.312845,2478.514236
8,1362.352265,1383.318346,1382.999557,1363.095462,1365.038738,1361.568345,1388.207884,1390.039063,1425.487235,1368.31146,1360.410425,1362.088922,1427.039798,1363.205736,1431.786677,1425.244143,1391.391554,1398.287018,1393.654725,1386.128875,1399.003819,1390.902521,1389.922796,1393.382914,1392.240964,1389.508192,1417.874514,1421.993826,1421.568778,1416.649914,1418.612109,1422.930824,1422.299975,1417.238512,1419.366696,1409.147925,1413.78242,1416.567957,1412.994844,1409.977333,1416.80365,1412.650016,1413.031451,1412.032452,1416.55591,1416.026483,1412.430631,1412.984203,1410.556802,1408.969152,1413.027179,1413.570338,1406.248086,1406.092974,1412.795232,1410.41198,1397.999081,1410.401362,1417.924492,1397.955145,1414.327126,1402.480264,1406.234805,1403.889487,1397.496283,1395.660055,1403.672196,1405.224864,1399.006906,1396.317723,1400.813541,1387.686011,1388.462514,1385.937692,1398.825998,1389.065721,1396.140272,1442.790069,1398.869095,1377.303011,1390.995825,1396.19214,1377.352242,1375.123578,1376.466555,1387.099915,1393.205123,1379.294699,1362.0886,1390.079194,1394.587413,1422.941358,1418.095785,1411.008447,1412.419868,1410.136954,1401.562448,1394.398932
9,2454.429608,2485.187565,2485.576472,2457.475778,2455.544601,2453.673018,2496.954044,2498.880606,2524.272708,2454.758367,2453.046901,2452.921967,2524.575577,2453.617697,2526.617004,2522.764684,2471.179439,2472.790244,2470.548948,2470.84849,2476.200957,2472.65077,2469.72053,2470.441735,2467.455099,2470.396109,2509.047728,2518.932796,2518.169139,2509.235029,2511.565614,2518.023929,2519.777983,2511.901567,2506.089679,2501.806462,2506.855792,2508.70008,2503.691164,2505.577183,2511.746928,2504.481935,2498.987815,2502.297283,2504.129513,2501.076574,2502.08046,2501.024976,2499.355965,2499.17685,2498.640345,2500.931961,2495.023155,2495.618819,2495.984862,2495.983361,2482.134166,2496.141031,2676.283196,2485.02622,2494.179138,2487.773171,2494.030066,2482.559519,2480.833968,2473.78732,2484.432254,2483.333436,2483.233188,2479.901832,2483.46221,2468.993175,2468.700695,2465.057704,2482.618457,2468.343254,2478.976453,2515.930609,2481.316494,2483.130752,2470.093957,2476.706442,2480.89294,2480.844992,2481.230135,2471.37296,2472.557431,2485.615069,2455.034803,2470.066953,2470.87588,2525.927595,2509.064621,2504.048508,2500.807641,2494.402191,2482.320089,2478.352063
